Title,Genre,Actors,Recom
Hoodwinked!,"Animation, Adventure, Comedy","Anne Hathaway, Glenn Close, Patrick Warburton, Jim Belushi, Anthony Anderson, David Ogden Stiers, Xzibit, Chazz Palminteri, Andy Dick, Cory Edwards, Benjy Gaither, Ken Marino, Tom Kenny, Preston Stutzman, Tony Leech, Joshua J. Greene, Mark Primiano, Kevin Michael Richardson","Hoodwinked Too! Hood vs. Evil, Chicken Little, Surf's Up, Planet 51, Open Season, Over the Hedge, Flushed Away, Astro Boy, The Tale of Despereaux, Barnyard, Jimmy Neutron: Boy Genius, Arthur et les Minimoys"
Dinosaur,"Animation, Adventure, Drama","D.B. Sweeney, Julianna Margulies, Samuel E. Wright, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Peter Siragusa, Joan Plowright, Della Reese, Matt Adler, Sandina Bailo-Lape, Edie Lehmann Boddicker, Zachary Bostrom, Cathy Cavadini, Holly Dorff, Greg Finley, Jeffrey Todd Fischer","Brother Bear, Atlantis: The Lost Empire, Treasure Planet, Tarzan, The Land Before Time, The Hunchback of Notre Dame, Spirit: Stallion of the Cimarron, The Fox and the Hound, The Emperor's New Groove, The Road to El Dorado, A Bug's Life, Lilo & Stitch"
Astro Boy,"Animation, Action, Adventure","Freddie Highmore, Nicolas Cage, Kristen Bell, Charlize Theron, Ryan Stiles, Eugene Levy, Donald Sutherland, Bill Nighy, David Alan Grier, Alan Tudyk, Newell Alexander, Bob Logan, Dee Bradley Baker, Moises Arias, Sterling Beaumon, Madeline Carroll, Matt Lucas, David Bowers","Planet 51, The Ant Bully, G-Force, Astro Boy tetsuwan atomu, Astro Boy, Hoodwinked!, Arthur et les Minimoys, The Tale of Despereaux, Shin Tetsuwan Atom, Meet the Robinsons, Horton Hears a Who!, Chicken Little"
Arthur et les Minimoys,"Animation, Adventure, Comedy","Freddie Highmore, Mia Farrow, Madonna, Ron Crawford, Penny Balfour, Doug Rand, Adam LeFevre, Jean Bejote Njamba, Saul Jephcott, Lee Delong, Christian Erickson, Eric Balliet, Oxmo Puccino, Robert William Bradford, Jerry Di Giacomo, Bienvenue Kindoki, Valéry Koko Kingue, Aba Koïta","Arthur et la vengeance de Maltazard, Arthur 3: la guerre des deux mondes, The Spiderwick Chronicles, Planet 51, Astro Boy, The Tale of Despereaux, Hoodwinked!, The Ant Bully, Nanny McPhee, Open Season, Charlotte's Web, Alvin and the Chipmunks"
The Tale of Despereaux,"Animation, Adventure, Comedy","Matthew Broderick, Emma Watson, Dustin Hoffman, Tracey Ullman, Kevin Kline, William H. Macy, Stanley Tucci, Ciarán Hinds, Robbie Coltrane, Tony Hale, Frances Conroy, Frank Langella, Richard Jenkins, Christopher Lloyd, Charles Shaughnessy, Sigourney Weaver, Patricia Cullen, Sam Fell","Planet 51, Astro Boy, Legend of the Guardians: The Owls of Ga'Hoole, Hoodwinked!, Arthur et les Minimoys, Chasseurs de dragons, Open Season, Ballet Shoes, The Water Horse, Mr. Magorium's Wonder Emporium, Horton Hears a Who!, Everyone's Hero"
Arthur et la vengeance de Maltazard,"Animation, Adventure, Family","Mia Farrow, Selena Gomez, Freddie Highmore, Snoop Dogg, Omar Sy, Jimmy Fallon, Fergie, Logan Miller, Mylène Farmer, Robert Stanton, Will.i.am, Lou Reed, Penny Balfour, David Gasman, Gérard Darmon, Jean-Paul Rouve, Michel Duchaussoy, Barbara Scaff","Arthur 3: la guerre des deux mondes, Arthur et les Minimoys, Planet 51, The Ant Bully, Astro Boy, The Spiderwick Chronicles, Alvin and the Chipmunks, Chasseurs de dragons, Hoodwinked!, G-Force, The Smurfs, Alvin and the Chipmunks: The Squeakquel"
Arthur 3: la guerre des deux mondes,"Animation, Adventure, Family","Mia Farrow, Ron Crawford, Robert Stanton, Penny Balfour, Richard Davis, Jean Bejote Njamba, Valéry Koko Kingue, Aba Koïta, Laurent Mendy, Bienvenue Kindoki, Steve Routman, David Gasman, Cooper Daniels, Norman Stokle, Stuart Rudin, Dashiell Eaves, Joseph Rezwin, Stephen Shagov","Arthur et la vengeance de Maltazard, Arthur et les Minimoys, Planet 51, Astro Boy, The Ant Bully, Chasseurs de dragons, The Spiderwick Chronicles, The Smurfs, Un monstre à Paris, The Smurfs 2, G-Force, Alvin and the Chipmunks: The Squeakquel"
The Spiderwick Chronicles,"Action, Adventure, Drama","Freddie Highmore, Sarah Bolger, David Strathairn, Mary-Louise Parker, Nick Nolte, Andrew McCarthy, Joan Plowright, Seth Rogen, Martin Short, Jordy Benattar, Tod Fennell, Mariah Inger, Jeremy Lavalley, Lise Durocher-Viens, Tyler Patrick Jones, Kyle Switzer, Ron Perlman","Bridge to Terabithia, Zathura: A Space Adventure, Nanny McPhee, A Series of Unfortunate Events, The Golden Compass, The Sorcerer's Apprentice, Arthur et les Minimoys, Inkheart, Nanny McPhee and the Big Bang, The Spiderwick Chronicles, The Chronicles of Narnia: Prince Caspian, Miss Peregrine's Home for Peculiar Children"
Nanny McPhee,"Comedy, Family, Fantasy","Emma Thompson, Colin Firth, Angela Lansbury, Kelly Macdonald, Thomas Brodie-Sangster, Eliza Bennett, Jennifer Rae Daykin, Raphaël Coleman, Samuel Honywood, Holly Gibbs, Hebe Barnes, Zinnia Barnes, Celia Imrie, Imelda Staunton, Elizabeth Berrington, Derek Jacobi, Patrick Barlow, Adam Godley","Nanny McPhee and the Big Bang, A Series of Unfortunate Events, The Spiderwick Chronicles, Matilda, Bridge to Terabithia, Charlotte's Web, Zathura: A Space Adventure, Peter Pan, Night at the Museum, The Parent Trap, Freaky Friday, The Princess Diaries"
Charlotte's Web,"Adventure, Comedy, Family","Dakota Fanning, Julia Roberts, Oprah Winfrey, Steve Buscemi, John Cleese, Cedric the Entertainer, Kathy Bates, Reba McEntire, Robert Redford, Thomas Haden Church, André 3000, Dominic Scott Kay, Sam Shepard, Abraham Benrubi, Kevin Anderson, Essie Davis, Louis Corbett, Julian O'Donnell","Nanny McPhee, Charlotte's Web, Stuart Little, Babe, Nanny McPhee and the Big Bang, Happy Feet, Peter Pan, Mr. Popper's Penguins, A Series of Unfortunate Events, Bridge to Terabithia, The Spiderwick Chronicles, Matilda"
Alvin and the Chipmunks,"Animation, Adventure, Comedy","Jason Lee, Ross Bagdasarian Jr., Janice Karman, David Cross, Cameron Richardson, Jane Lynch, Justin Long, Matthew Gray Gubler, Jesse McCartney, Allison Karman, Tiara Parker, Kira Verrastro, Veronica Alicino, Beth Riesgraf, Adriane Lenox, Don Tiffany, Lorne Green, Kevin Symons","Alvin and the Chipmunks: The Squeakquel, Alvin and the Chipmunks: Chipwrecked, Alvin and the Chipmunks: The Road Chip, The Smurfs, Garfield, The Smurfs 2, Chicken Little, Garfield: A Tale of Two Kitties, Stuart Little, Alvin & the Chipmunks, G-Force, Stuart Little 2"
Nanny McPhee and the Big Bang,"Comedy, Family, Fantasy","Emma Thompson, Maggie Gyllenhaal, Ralph Fiennes, Oscar Steer, Asa Butterfield, Lil Woods, Eros Vlahos, Rosie Taylor-Ritson, Daniel Mays, Rhys Ifans, Maggie Smith, Sinead Matthews, Katy Brand, Bill Bailey, Ewan McGregor, Sam Kelly, Nonso Anozie, Ed Stoppard","Nanny McPhee, The Spiderwick Chronicles, Charlotte's Web, Peter Pan, A Series of Unfortunate Events, Mr. Popper's Penguins, Bridge to Terabithia, Matilda, Mr. Magorium's Wonder Emporium, Arthur et les Minimoys, Zathura: A Space Adventure, The Golden Compass"
A Series of Unfortunate Events,"Adventure, Comedy, Family","Jim Carrey, Jude Law, Meryl Streep, Liam Aiken, Emily Browning, Kara Hoffman, Shelby Hoffman, Timothy Spall, Catherine O'Hara, Billy Connolly, Luis Guzmán, Jamie Harris, Craig Ferguson, Jennifer Coolidge, Jane Adams, Cedric the Entertainer, Bob Clendenin, Lenny Clarke","A Christmas Carol, How the Grinch Stole Christmas, A Series of Unfortunate Events, Nanny McPhee, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Alice in Wonderland, Charlie and the Chocolate Factory, Polar Express, Night at the Museum, Jumanji, Matilda, The Spiderwick Chronicles"
Zathura: A Space Adventure,"Action, Adventure, Comedy","Josh Hutcherson, Jonah Bobo, Dax Shepard, Tim Robbins, Kristen Stewart, Frank Oz, John Alexander, Derek Mears, Douglas Tait, Joe Bucaro III, Jeff Wolfe, Stuart Scott","Jumanji, Bridge to Terabithia, The Spiderwick Chronicles, The Karate Kid, Night at the Museum, Night at the Museum: Battle of the Smithsonian, Journey to the Center of the Earth, Stuart Little, Nanny McPhee, Monster House, A Series of Unfortunate Events, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
Peter Pan,"Adventure, Family, Fantasy","Jeremy Sumpter, Jason Isaacs, Olivia Williams, Lynn Redgrave, Rachel Hurd-Wood, Richard Briers, Geoffrey Palmer, Harry Newell, Freddie Popplewell, Ludivine Sagnier, Theodore Chester, Rupert Simonian, George MacKay, Harry Eden, Patrick Gooch, Lachlan Gooch, Carsen Gray, Maggie Dence","Nanny McPhee, Peter Pan, The Spiderwick Chronicles, Nanny McPhee and the Big Bang, Bridge to Terabithia, A Series of Unfortunate Events, Peter Pan & Wendy, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Peter Pan, Charlotte's Web, Hook, Stuart Little"
Stuart Little,"Adventure, Comedy, Family","Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane, Chazz Palminteri, Steve Zahn, Jim Doughan, David Alan Grier, Bruno Kirby, Jennifer Tilly, Stan Freberg, Jeffrey Jones, Connie Ray, Allyce Beasley, Brian Doyle-Murray, Estelle Getty, Harold Gould","Stuart Little 2, Stuart Little 3: Call of the Wild, Spy Kids, Stuart Little, The Karate Kid, Garfield, Alvin and the Chipmunks, 101 Dalmatians, Spy Kids 2: Island of Lost Dreams, Jumanji, Night at the Museum, Open Season"
Babe,"Comedy, Drama, Family","James Cromwell, Magda Szubanski, Christine Cavanaugh, Miriam Margolyes, Danny Mann, Hugo Weaving, Miriam Flynn, Russi Taylor, Evelyn Krape, Michael Edward-Stevens, Charles Bartlett, Paul Livingston, Roscoe Lee Browne, Zoe Burton, Paul Goddard, Wade Hayward, Brittany Byrnes, Mary Acres","Babe: Pig in the City, Free Willy, The Land Before Time, Stuart Little, Honey, I Shrunk the Kids, Charlotte's Web, Cool Runnings, Homeward Bound: The Incredible Journey, Sister Act, Antz, Fievel and the New World, Charlotte's Web"
Mr. Popper's Penguins,"Comedy, Family, Fantasy","Jim Carrey, Carla Gugino, Angela Lansbury, Ophelia Lovibond, Madeline Carroll, Clark Gregg, Jeffrey Tambor, David Krumholtz, Philip Baker Hall, Maxwell Perry Cotton, James Tupper, Dominic Chianese, William Charles Mitchell, Henry Kelemen, Kelli Barrett, Dylan Clark Marshall, Brian T. Delaney, Elaine Kussack","A Christmas Carol, Night at the Museum: Battle of the Smithsonian, Bedtime Stories, A Series of Unfortunate Events, Horton Hears a Who!, Night at the Museum, Night at the Museum: Secret of the Tomb, Stuart Little, Nanny McPhee, How the Grinch Stole Christmas, The Karate Kid, Happy Feet"
Stuart Little 2,"Animation, Adventure, Comedy","Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Anna Hoelck, Ashley Hoelck, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn, Marc John Jefferies, Angelo Massagli, Jim Doughan, Brad Garrett, Conan McCarty, Maria Bamford, Daniel Hansen, Kevin Olson","Stuart Little, Stuart Little 3: Call of the Wild, Stuart Little, Garfield, Garfield: A Tale of Two Kitties, Spy Kids 2: Island of Lost Dreams, Alvin and the Chipmunks, Spy Kids, Alvin and the Chipmunks: The Squeakquel, The Smurfs, 101 Dalmatians, Alvin and the Chipmunks: Chipwrecked"
Stuart Little 3: Call of the Wild,"Animation, Comedy, Family","Michael J. Fox, Geena Davis, Hugh Laurie, Wayne Brady, Kevin Schon, Corey Padnos, Peter MacNicol, Virginia Madsen, Rino Romano, Tara Strong, Charlie Adler, Tom Kenny, Sophia Paden, Kath Soucie, Ryan Hanson Bradford, Robby D. Bruce","Stuart Little 2, Stuart Little, Stuart Little, Alvin and the Chipmunks: The Squeakquel, The Smurfs 2, Alvin and the Chipmunks, Alvin and the Chipmunks: Chipwrecked, The Smurfs, An All Dogs Christmas Carol, Garfield, The Hunchback of Notre Dame II, Garfield Gets Real"
Spy Kids,"Action, Adventure, Comedy","Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino, Alan Cumming, Tony Shalhoub, Teri Hatcher, Cheech Marin, Robert Patrick, Danny Trejo, Mike Judge, Richard Linklater, Guillermo Navarro, Johnny Reno, Shannon Shea, Norman Cabrera, Trant Batey, Andy W. Bossley","Spy Kids 2: Island of Lost Dreams, Spy Kids 3: Game Over, Spy Kids 4: All the Time in the World, The Adventures of Sharkboy and Lavagirl 3-D, Stuart Little, Sky High, Scooby-Doo, Stuart Little 2, The Pacifier, Scooby-Doo 2: Monsters Unleashed, Cheaper by the Dozen, Spy Kids: Mission Critical"
The Karate Kid,"Action, Drama, Family","Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han, Rongguang Yu, Zhensu Wu, Zhiheng Wang, Zhenwei Wang, Jared Minns, Shijia Lü, Yi Zhao, Bo Zhang, Luke Carberry, Cameron Hillman, Ghye Samuel Brown, Rocky Shi, Ji Wang, Harry Van Gorkum","The Karate Kid, Night at the Museum, Home Alone 2: Lost in New York, Night at the Museum: Battle of the Smithsonian, The Karate Kid Part II, Home Alone, Jumanji, Charlie and the Chocolate Factory, Night at the Museum: Secret of the Tomb, The Next Karate Kid, Zathura: A Space Adventure, Ice Age"
101 Dalmatians,"Adventure, Comedy, Crime","Glenn Close, Jeff Daniels, Joely Richardson, Joan Plowright, Hugh Laurie, Mark Williams, John Shrapnel, Tim McInnerny, Hugh Fraser, Zohren Weiss, Mark Haddigan, Michael Percival, Neville Phillips, John Evans, Hilda Braid, Margery Mason, John Benfield, Andrew Readman","102 Dalmatians, One Hundred and One Dalmatians, Stuart Little, 101 Dalmatians II: Patch's London Adventure, Flubber, Lady and the Tramp, Beethoven, Stuart Little 2, George of the Jungle, Cinderella, Snow White and the Seven Dwarfs, Doctor Dolittle"
Garfield,"Animation, Adventure, Comedy","Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray, Evan Arnold, Mark Christopher Lawrence, Vanessa Campbell, Daamen J. Krall, Rufus Gifford, Randee Reicher, Ryan McKasson, Susan Moore, Eve Brent, Bill Hoag, Michael Monks, Mel Rodriguez, Juliette Goglia, Ben Kronen","Garfield: A Tale of Two Kitties, Alvin and the Chipmunks, The Smurfs, Stuart Little, Garfield, Alvin and the Chipmunks: The Squeakquel, Stuart Little 2, Garfield Gets Real, Alvin and the Chipmunks: Chipwrecked, The Smurfs 2, Garfield and Friends, Chicken Little"
Spy Kids 2: Island of Lost Dreams,"Action, Adventure, Comedy","Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino, Steve Buscemi, Mike Judge, Danny Trejo, Cheech Marin, Matt O'Leary, Emily Osment, Ricardo Montalban, Holland Taylor, Alan Cumming, Taylor Momsen, Christopher McDonald, Dale Dudley, Troy Robinson, Ron Hayden","Spy Kids, Spy Kids 3: Game Over, Spy Kids 4: All the Time in the World, The Adventures of Sharkboy and Lavagirl 3-D, Stuart Little, Sky High, Scooby-Doo, Stuart Little 2, Scooby-Doo 2: Monsters Unleashed, Spy Kids: Mission Critical, Alvin and the Chipmunks, The Pacifier"
Spy Kids 3: Game Over,"Action, Adventure, Comedy","Daryl Sabara, Alexa PenaVega, Antonio Banderas, Carla Gugino, Ricardo Montalban, Holland Taylor, Sylvester Stallone, Mike Judge, Salma Hayek, Matt O'Leary, Emily Osment, Ryan Pinkston, Robert Vito, Bobby Edner, Courtney Jines, Cheech Marin, Danny Trejo, Alan Cumming","Spy Kids 2: Island of Lost Dreams, Spy Kids, Spy Kids 4: All the Time in the World, The Adventures of Sharkboy and Lavagirl 3-D, Stuart Little, Scooby-Doo, Sky High, Scooby-Doo 2: Monsters Unleashed, Spy Kids: Mission Critical, Alvin and the Chipmunks, Stuart Little 2, The Pacifier"
Spy Kids 4: All the Time in the World,"Action, Adventure, Comedy","Jessica Alba, Jeremy Piven, Joel McHale, Rowan Blanchard, Mason Cook, Alexa PenaVega, Daryl Sabara, Danny Trejo, Belle Solorzano, Genny Solorzano, Ricky Gervais, Elmo, Jett Good, Chuck Cureau, Albert Im, Wray Crawford, Jonathan Breck, Alcides Dias","Spy Kids 3: Game Over, Spy Kids 2: Island of Lost Dreams, Spy Kids, The Adventures of Sharkboy and Lavagirl 3-D, Spy Kids: Mission Critical, Alvin and the Chipmunks, Alvin and the Chipmunks: The Squeakquel, Daddy Day Camp, Untitled Spy Kids Project, Alvin and the Chipmunks: Chipwrecked, The Smurfs, Untitled Spy Kids Film"
The Adventures of Sharkboy and Lavagirl 3-D,"Action, Adventure, Comedy","Cayden Boyd, George Lopez, Kristin Davis, David Arquette, Taylor Lautner, Taylor Dooley, Jacob Davich, Sasha Pieterse, Rico Torres, Marc Musso, Shane Graham, Tiger Darrow, Rocket Rodriguez, Racer Rodriguez, Rebel Rodriguez, Tristen Spade, Chloe Chung, Mackenzie Fitzgerald","Spy Kids 3: Game Over, Spy Kids, Spy Kids 2: Island of Lost Dreams, Spy Kids 4: All the Time in the World, We Can Be Heroes, Sky High, Scooby-Doo, Alvin and the Chipmunks, Zathura: A Space Adventure, Scooby-Doo 2: Monsters Unleashed, Stuart Little, The Pacifier"
Scooby-Doo,"Adventure, Comedy, Family","Matthew Lillard, Freddie Prinze Jr., Sarah Michelle Gellar, Linda Cardellini, Rowan Atkinson, Isla Fisher, Miguel A. Núñez Jr., Steven Grives, Charles Stan Frazier, Craig Bullock, Matthew Murphy Karges, Mark McGrath, Rodney Sheppard, Sam Greco, Charlie Cousins, Kristian Schmid, Nicholas Hope, Neil Fanning","Scooby-Doo 2: Monsters Unleashed, Scooby Doo, Where Are You!, Scooby-Doo on Zombie Island, Scooby-Doo! The Mystery Begins, Scooby-Doo! Mystery Incorporated, Scooby-Doo and the Cyber Chase, Spy Kids, Spy Kids 2: Island of Lost Dreams, Scooby-Doo and the Witch's Ghost, Scooby-Doo! Curse of the Lake Monster, Sky High, Scoob!"
Sky High,"Action, Comedy, Family","Kurt Russell, Kelly Preston, Michael Angarano, Danielle Panabaker, Christopher Wynne, Kevin Heffernan, Dee Jay Daniels, Kelly Vitz, Loren Berman, Nicholas Braun, Malika Haqq, Khadijah Haqq, Jake Sandvig, Will Harris, Mary Elizabeth Winstead, Lynda Carter, Bruce Campbell, Dustin Ingram","Spy Kids, Spy Kids 2: Island of Lost Dreams, The Game Plan, Zathura: A Space Adventure, Bedtime Stories, Stuart Little, The Pacifier, Sky High 2, Freaky Friday, Scooby-Doo, The Sorcerer's Apprentice, Holes"
The Pacifier,"Action, Comedy, Drama","Vin Diesel, Brittany Snow, Max Thieriot, Brad Garrett, Lauren Graham, Faith Ford, Chris Potter, Carol Kane, Morgan York, Kegan Hoover, Logan Hoover, Bo Vink, Luke Vink, Tate Donovan, Scott Thompson, Denis Akiyama, Mung-Ling Tsui, Gabriel Antonacci","The Game Plan, Cheaper by the Dozen, Cheaper by the Dozen 2, Daddy Day Care, Tooth Fairy, Catch That Kid, Spy Kids, Bedtime Stories, Stuart Little, Sky High, Spy Kids 2: Island of Lost Dreams, Paul Blart: Mall Cop"
Scooby-Doo 2: Monsters Unleashed,"Adventure, Comedy, Family","Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini, Seth Green, Peter Boyle, Tim Blake Nelson, Alicia Silverstone, Neil Fanning, Pat O'Brien, Bill Meilen, Zahf Paroo, Chris Gauthier, Peter New, Morgan Brayton, Lisa Ann Beley, Tara Fynn, Joe MacLeod","Scooby-Doo, Scooby-Doo! The Mystery Begins, Scooby Doo, Where Are You!, Scooby-Doo on Zombie Island, Scooby-Doo and the Cyber Chase, Scooby-Doo! Mystery Incorporated, Scooby-Doo! Curse of the Lake Monster, Scooby-Doo and the Witch's Ghost, Spy Kids 2: Island of Lost Dreams, Scoob!, Aloha, Scooby-Doo!, What's New, Scooby-Doo?"
Cheaper by the Dozen,"Comedy, Family","Steve Martin, Bonnie Hunt, Hilary Duff, Piper Perabo, Tom Welling, Kevin G. Schmidt, Alyson Stoner, Jacob Smith, Liliana Mumy, Morgan York, Forrest Landis, Blake Woodruff, Brent Kinsman, Shane Kinsman, Paula Marshall, Steven Anthony Lawrence, Alan Ruck, Richard Jenkins","Cheaper by the Dozen 2, Cheaper by the Dozen, The Pacifier, Cheaper by the Dozen, Daddy Day Care, The Game Plan, Freaky Friday, Father of the Bride Part II, The Parent Trap, Father of the Bride, Yours, Mine & Ours, Stuart Little"
Scooby-Doo! The Mystery Begins,"Adventure, Comedy, Family","Kate Melton, Hayley Kiyoko, Robbie Amell, Nick Palatas, Frank Welker, Shawn Macdonald, Garry Chalk, Leah James, Brian J. Sutton, Al Rodrigo, Dee Jay Jackson, C. Ernst Harth, Lorena Gale, Devon Thomas, David Hurtubise, Kurt Evans, Cassandra Sawtell, Benita Ha","Scooby-Doo! Curse of the Lake Monster, Scooby-Doo 2: Monsters Unleashed, Scooby-Doo, Scooby-Doo! And the Samurai Sword, Scooby-Doo! Pirates Ahoy!, Scooby-Doo and the Loch Ness Monster, Scooby-Doo in Where's My Mummy?, Chill Out, Scooby-Doo!, Scooby-Doo and the Cyber Chase, Aloha, Scooby-Doo!, Scooby-Doo and the Goblin King, Scooby-Doo! Abracadabra-Doo"
